frequency,magnitude,phase
1.600310313738700074e+01,-1.112082775895079870e-03,-9.168320075476887876e-01
1.622595287078087267e+01,-1.143266734687677869e-03,-9.295970418852498307e-01
1.645190587753662470e+01,-1.175325005828284754e-03,-9.425397402949363679e-01
1.668100537200059108e+01,-1.208282095906856868e-03,-9.556625728310156331e-01
1.691329517029648599e+01,-1.242163198029164585e-03,-9.689680437753375175e-01
1.714881969870539180e+01,-1.276994211041474706e-03,-9.824586921068184653e-01
1.738762400216250370e+01,-1.312801759273550441e-03,-9.961370919771647126e-01
1.762975375287205893e+01,-1.349613212836744264e-03,-1.010005853192894598e+00
1.787525525904235479e+01,-1.387456708487945197e-03,-1.024067621703759645e+00
1.812417547374237614e+01,-1.426361171079775251e-03,-1.038325080097611819e+00
1.837656200388170546e+01,-1.466356335596235520e-03,-1.052780948101813330e+00
1.863246311931559873e+01,-1.507472769826045077e-03,-1.067437983091257481e+00
1.889192776207666213e+01,-1.549741897649745646e-03,-1.082298980603067395e+00
1.915500555573527919e+01,-1.593196022975470983e-03,-1.097366774858068661e+00
1.942174681489026611e+01,-1.637868354361201196e-03,-1.112644239289096726e+00
1.969220255479171300e+01,-1.683793030296701181e-03,-1.128134287076225428e+00
1.996642450109793288e+01,-1.731005145219631329e-03,-1.143839871688994370e+00
2.024446509976803910e+01,-1.779540776228448300e-03,-1.159763987435700860e+00
2.052637752709252084e+01,-1.829437010556962369e-03,-1.175909670019853026e+00
2.081221569986339404e+01,-1.880731973818529140e-03,-1.192279997103855349e+00
2.110203428568594219e+01,-1.933464859013401399e-03,-1.208878088879995705e+00
2.139588871343421417e+01,-1.987675956375722919e-03,-1.225707108648835586e+00
2.169383518385184217e+01,-2.043406684022860704e-03,-1.242770263405050146e+00
2.199593068030074861e+01,-2.100699619475879590e-03,-1.260070804430834635e+00
2.230223297965938656e+01,-2.159598532055358958e-03,-1.277612027896924518e+00
2.261280066337277361e+01,-2.220148416165455742e-03,-1.295397275471331211e+00
2.292769312865648601e+01,-2.282395525529288920e-03,-1.313429934935859134e+00
2.324697059985647840e+01,-2.346387408346154758e-03,-1.331713440810488924e+00
2.357069413996727647e+01,-2.412172943452013316e-03,-1.350251274985701855e+00
2.389892566231050353e+01,-2.479802377471169907e-03,-1.369046967362837153e+00
2.423172794237598282e+01,-2.549327363007848710e-03,-1.388104096502538631e+00
2.456916462982790250e+01,-2.620800997892634362e-03,-1.407426290281398540e+00
2.491130026067788350e+01,-2.694277865521938539e-03,-1.427017226556839491e+00
2.525820026962784581e+01,-2.769814076327696984e-03,-1.446880633840352592e+00
2.560993100258459521e+01,-2.847467310379830571e-03,-1.467020291979137969e+00
2.596655972934869894e+01,-2.927296861181905106e-03,-1.487440032846238047e+00
2.632815465648020137e+01,-3.009363680691510678e-03,-1.508143741039245977e+00
2.669478494034320804e+01,-3.093730425570901700e-03,-1.529135354587639828e+00
2.706652070033241131e+01,-3.180461504730357648e-03,-1.550418865668848012e+00
2.744343303228365372e+01,-3.269623128191105014e-03,-1.571998321333100801e+00
2.782559402207125743e+01,-3.361283357303351902e-03,-1.593877824237141416e+00
2.821307675939470627e+01,-3.455512156350210549e-03,-1.616061533386876858e+00
2.860595535175741944e+01,-3.552381445575090568e-03,-1.638553664889035089e+00
2.900430493863991543e+01,-3.651965155707820841e-03,-1.661358492711888513e+00
2.940820170587063842e+01,-3.754339283955795276e-03,-1.684480349455129478e+00
2.981772290019673477e+01,-3.859581951583757921e-03,-1.707923627128950406e+00
3.023294684405776422e+01,-3.967773463059244554e-03,-1.731692777942397621e+00
3.065395295056526592e+01,-4.078996366847879862e-03,-1.755792315101067702e+00
3.108082173869063780e+01,-4.193335517888737395e-03,-1.780226813614188774e+00
3.151363484866479325e+01,-4.310878141784898684e-03,-1.805000911111172446e+00
3.195247505759213524e+01,-4.431713900774308761e-03,-1.830119308667669920e+00
3.239742629528195295e+01,-4.555934961530679062e-03,-1.855586771641204002e+00
3.284857366030043835e+01,-4.683636064806653669e-03,-1.881408130516424082e+00
3.330600343624588788e+01,-4.814914597035738555e-03,-1.907588281760009163e+00
3.376980310825091181e+01,-4.949870663877394342e-03,-1.934132188685321774e+00
3.424006137971425545e+01,-5.088607165794995120e-03,-1.961044882326795413e+00
3.471686818926559681e+01,-5.231229875738101394e-03,-1.988331462324133714e+00
3.520031472796679139e+01,-5.377847518917637862e-03,-2.015997097816352834e+00
3.569049345675229290e+01,-5.528571854820928805e-03,-2.044047028345679529e+00
3.618749812411280686e+01,-5.683517761453496520e-03,-2.072486564771365725e+00
3.669142378402494131e+01,-5.842803321914308290e-03,-2.101321090193422059e+00
3.720236681413065583e+01,-6.006549913321556321e-03,-2.130556060886299452e+00
3.772042493416997644e+01,-6.174882298205603033e-03,-2.160197007242545375e+00
3.824569722466998911e+01,-6.347928718403837364e-03,-2.190249534726413039e+00
3.877828414589457395e+01,-6.525820991512648779e-03,-2.220719324837483022e+00
3.931828755705770106e+01,-6.708694610001075115e-03,-2.251612136084246707e+00
3.986581073580438783e+01,-6.896688843028185231e-03,-2.282933804967682612e+00
4.042095839796306223e+01,-7.089946841037277764e-03,-2.314690246974804744e+00
4.098383671757261482e+01,-7.288615743236906072e-03,-2.346887457582149228e+00
4.155455334718875093e+01,-7.492846787978550520e-03,-2.379531513269211196e+00
4.213321743847289014e+01,-7.702795426182882516e-03,-2.412628572541769767e+00
4.271993966306776969e+01,-7.918621437838417251e-03,-2.446184876965080690e+00
4.331483223376398684e+01,-8.140489051678674245e-03,-2.480206752206894460e+00
4.391800892596086214e+01,-8.368567068127802377e-03,-2.514700609090219974e+00
4.452958509942655496e+01,-8.603028985572089629e-03,-2.549672944655810181e+00
4.514967772036101934e+01,-8.844053130084617714e-03,-2.585130343234275596e+00
4.577840538376616308e+01,-9.091822788657184101e-03,-2.621079477527741286e+00
4.641588833612777165e+01,-9.346526346061645452e-03,-2.657527109700986490e+00
4.706224849841281355e+01,-9.608357425394510945e-03,-2.694480092481913669e+00
4.771760948938745628e+01,-9.877515032462400729e-03,-2.731945370271302576e+00
4.838209664925957298e+01,-1.015420370405044001e-02,-2.769929980261669922e+00
4.905583706365045771e+01,-1.043863366020397233e-02,-2.808441053565127188e+00
4.973895958790062366e+01,-1.073102096061480729e-02,-2.847485816350097565e+00
5.043159487171358535e+01,-1.103158766523651413e-02,-2.887071590986693526e+00
5.113387538414325917e+01,-1.134056199921705879e-02,-2.927205797200627568e+00
5.184593543892913203e+01,-1.165817852226753992e-02,-2.967895953235436313e+00
5.256791122018424289e+01,-1.198467830259302216e-02,-3.009149677022830094e+00
5.329994080844087989e+01,-1.232030909546675233e-02,-3.050974687360934912e+00
5.404216420705915169e+01,-1.266532552662900241e-02,-3.093378805100215345e+00
5.479472336900287388e+01,-1.301998928055244330e-02,-3.136369954336782673e+00
5.555776222398877451e+01,-1.338456929376726987e-02,-3.179956163612875031e+00
5.633142670601357338e+01,-1.375934195334821593e-02,-3.224145567124165890e+00
5.711586478126429256e+01,-1.414459130066640993e-02,-3.268946405933622845e+00
5.791122647641758192e+01,-1.454060924059568868e-02,-3.314367029191595204e+00
5.871766390733255747e+01,-1.494769575625663587e-02,-3.360415895361721805e+00
5.953533130814370367e+01,-1.536615912945684358e-02,-3.407101573452366861e+00
6.036438506075869981e+01,-1.579631616700228822e-02,-3.454432744253128629e+00
6.120498372476696858e+01,-1.623849243294261252e-02,-3.502418201576014578e+00
6.205728806776500761e+01,-1.669302248698418048e-02,-3.551066853500853160e+00
6.292146109610344240e+01,-1.716025012918508119e-02,-3.600387723624428826e+00
6.379766808606282069e+01,-1.764052865105892806e-02,-3.650389952312890873e+00
6.468607661546327847e+01,-1.813422109329580062e-02,-3.701082797956869452e+00
6.558685659571428062e+01,-1.864170051023342212e-02,-3.752475638228738308e+00
6.650018030431118632e+01,-1.916335024122669747e-02,-3.804577971341484677e+00
6.742622241778342129e+01,-1.969956418910942531e-02,-3.857399417308458478e+00
6.836516004510238531e+01,-2.025074710592329394e-02,-3.910949719203469677e+00
6.931717276155407603e+01,-2.081731488602790378e-02,-3.965238744420439332e+00
7.028244264308345635e+01,-2.139969486685506378e-02,-4.020276485931931099e+00
7.126115430111745752e+01,-2.199832613739745660e-02,-4.076073063545778474e+00
7.225349491787214617e+01,-2.261365985469167283e-02,-4.132638725158983561e+00
7.325965428215229736e+01,-2.324615956842025766e-02,-4.189983848008070666e+00
7.427982482564918598e+01,-2.389630155385416219e-02,-4.248118939914979464e+00
7.531420165974367364e+01,-2.456457515330694868e-02,-4.307054640527558043e+00
7.636298261282242095e+01,-2.525148312632343253e-02,-4.366801722553710796e+00
7.742636826811269657e+01,-2.595754200875936488e-02,-4.427371092988088286e+00
7.850456200204509116e+01,-2.668328248098352298e-02,-4.488773794330333189e+00
7.959777002314986305e+01,-2.742924974539371827e-02,-4.551021005793683294e+00
8.070620141149498750e+01,-2.819600391345441007e-02,-4.614124044502753819e+00
8.183006815867389605e+01,-2.898412040245398544e-02,-4.678094366679292015e+00
8.296958520834907347e+01,-2.979419034221160792e-02,-4.742943568814522060e+00
8.412497049736118981e+01,-3.062682099192816365e-02,-4.808683388826810123e+00
8.529644499741024788e+01,-3.148263616741098225e-02,-4.875325707203150394e+00
8.648423275731717297e+01,-3.236227667888708776e-02,-4.942882548123018083e+00
8.768856094587427208e+01,-3.326640077960894143e-02,-5.011366080563033343e+00
8.890965989529158264e+01,-3.419568462551457466e-02,-5.080788619380744997e+00
9.014776314524917211e+01,-3.515082274611715935e-02,-5.151162626375934472e+00
9.140310748756232329e+01,-3.613252852688841887e-02,-5.222500711327580092e+00
9.267593301146882823e+01,-3.714153470335247037e-02,-5.294815633004659183e+00
9.396648314954690306e+01,-3.817859386709873681e-02,-5.368120300148847335e+00
9.527500472427290390e+01,-3.924447898399537060e-02,-5.442427772427126165e+00
9.660174799522646083e+01,-4.033998392475876549e-02,-5.517751261352110248e+00
9.794696670695395824e+01,-4.146592400819357205e-02,-5.594104131168016636e+00
9.931091813749800679e+01,-4.262313655727455186e-02,-5.671499899699901093e+00
1.006938631476027126e+02,-4.381248146832372736e-02,-5.749952239163824252e+00
1.020960662306046487e+02,-4.503484179352049838e-02,-5.829474976935464348e+00
1.035177955630176285e+02,-4.629112433697311901e-02,-5.910082096274571484e+00
1.049593230558227646e+02,-4.758226026457261504e-02,-5.991787737002606029e+00
1.064209244064724658e+02,-4.890920572786945641e-02,-6.074606196130795333e+00
1.079028791516183645e+02,-5.027294250220006033e-02,-6.158551928435619160e+00
1.094054707205742432e+02,-5.167447863926934865e-02,-6.243639546978826615e+00
1.109289864895222735e+02,-5.311484913445187195e-02,-6.329883823568714263e+00
1.124737178364751884e+02,-5.459511660898404284e-02,-6.417299689159539078e+00
1.140399601970033103e+02,-5.611637200729369113e-02,-6.505902234185605870e+00
1.156280131207375348e+02,-5.767973530967341472e-02,-6.595706708826527098e+00
1.172381803286598512e+02,-5.928635626048840701e-02,-6.686728523200068608e+00
1.188707697711903251e+02,-6.093741511214433026e-02,-6.778983247478713281e+00
1.205260936870842556e+02,-6.263412338497748033e-02,-6.872486611926102107e+00
1.222044686631488730e+02,-6.437772464329720445e-02,-6.967254506849291040e+00
1.239062156947915696e+02,-6.616949528769974775e-02,-7.063302982462547952e+00
1.256316602474120145e+02,-6.801074536389850600e-02,-7.160648248658461945e+00
1.273811323186478432e+02,-6.990281938815275098e-02,-7.259306674681677229e+00
1.291549665014883885e+02,-7.184709718950937907e-02,-7.359294788700784018e+00
1.309535020482667562e+02,-7.384499476895986514e-02,-7.460629277273394422e+00
1.327770829355428930e+02,-7.589796517565343403e-02,-7.563326984699476618e+00
1.346260579298909761e+02,-7.800749940025869522e-02,-7.667404912257826055e+00
1.365007806546013853e+02,-8.017512728561167201e-02,-7.772880217320198959e+00
1.384016096573131449e+02,-8.240241845468448956e-02,-7.879770212337825264e+00
1.403289084785873229e+02,-8.469098325596868815e-02,-7.988092363694446973e+00
1.422830457214352009e+02,-8.704247372631304658e-02,-8.097864290420080380e+00
1.442643951218157383e+02,-8.945858457122717045e-02,-8.209103762759543343e+00
1.462733356201129880e+02,-9.194105416268316677e-02,-8.321828700589346539e+00
1.483102514336104321e+02,-9.449166555436740167e-02,-8.436057171676729638e+00
1.503755321299738341e+02,-9.711224751434462121e-02,-8.551807389774133128e+00
1.524695727017573006e+02,-9.980467557509001275e-02,-8.669097712542310319e+00
1.545927736419477014e+02,-1.025708731007499014e-01,-8.787946639295201479e+00
1.567455410205595001e+02,-1.054128123715217941e-01,-8.908372808559212430e+00
1.589282865622977852e+02,-1.083325156850268034e-01,-9.030394995439726458e+00
1.611414277253019804e+02,-1.113320564744059576e-01,-9.154032108787140132e+00
1.633853877809862070e+02,-1.144135604429734332e-01,-9.279303188154740312e+00
1.656605958949913600e+02,-1.175792067151511244e-01,-9.406227400540394967e+00
1.679674872092653288e+02,-1.208312290033271008e-01,-9.534824036904026912e+00
1.703065029252844340e+02,-1.241719167903683335e-01,-9.665112508452368800e+00
1.726780903884356064e+02,-1.276036165272986245e-01,-9.797112342682613217e+00
1.750827031735725257e+02,-1.311287328457848567e-01,-9.930843179176148894e+00
1.775208011717634236e+02,-1.347497297848697928e-01,-1.006632476513353325e+01
1.799928506782476347e+02,-1.384691320314631879e-01,-1.020357695064162229e+01
1.824993244816152469e+02,-1.422895261739167139e-01,-1.034261968366347872e+01
1.850407019542302010e+02,-1.462135619681091125e-01,-1.048347300474184429e+01
1.876174691439121318e+02,-1.502439536152490596e-01,-1.062615704140641348e+01
1.902301188668943723e+02,-1.543834810506375388e-01,-1.077069200227522394e+01
1.928791508020777599e+02,-1.586349912425543129e-01,-1.091709817084036160e+01
1.955650715865949110e+02,-1.630013995003068150e-01,-1.106539589892773101e+01
1.982883949127071332e+02,-1.674856907904613557e-01,-1.121560559982100180e+01
2.010496416260499188e+02,-1.720909210602182826e-01,-1.136774774103933616e+01
2.038493398252462043e+02,-1.768202185666981063e-01,-1.152184283675850018e+01
2.066880249629082016e+02,-1.816767852109864023e-01,-1.167791143986508473e+01
2.095662399480432896e+02,-1.866638978755489342e-01,-1.183597413363305861e+01
2.124845352498882960e+02,-1.917849097636565026e-01,-1.199605152301237432e+01
2.154434690031884543e+02,-1.970432517392454730e-01,-1.215816422551886689e+01
2.184436071149426084e+02,-2.024424336656821810e-01,-1.232233286171487308e+01
2.214855233726359245e+02,-2.079860457416733976e-01,-1.248857804527007964e+01
2.245697995539773899e+02,-2.136777598325298455e-01,-1.265692037259185554e+01
2.276970255381679920e+02,-2.195213307948677972e-01,-1.282738041201483448e+01
2.308677994187169702e+02,-2.255205977927151606e-01,-1.299997869253923533e+01
2.340827276178291925e+02,-2.316794856028830951e-01,-1.317473569210761397e+01
2.373424250023866193e+02,-2.380020059073469085e-01,-1.335167182541015940e+01
2.406475150015424163e+02,-2.444922585702244133e-01,-1.353080743120832530e+01
2.439986297259550270e+02,-2.511544328969056439e-01,-1.371216275916747307e+01
2.473964100886814208e+02,-2.579928088726418101e-01,-1.389575795618887000e+01
2.508415059277538717e+02,-2.650117583778623387e-01,-1.408161305223211457e+01
2.543345761304648249e+02,-2.722157463773315911e-01,-1.426974794561925641e+01
2.578762887593800883e+02,-2.796093320800809856e-01,-1.446018238781218912e+01
2.614673211801091952e+02,-2.871971700670049588e-01,-1.465293596765569539e+01
2.651083601908538867e+02,-2.949840113827670307e-01,-1.484802809507856303e+01
2.688001021537604629e+02,-3.029747045885906598e-01,-1.504547798424623295e+01
2.725432531281027764e+02,-3.111741967723491431e-01,-1.524530463615869813e+01
2.763385290053169570e+02,-3.195875345122414224e-01,-1.544752682068821770e+01
2.801866556459195294e+02,-3.282198647901286015e-01,-1.565216305805221886e+01
2.840883690183304111e+02,-3.370764358505858871e-01,-1.585923159971745378e+01
2.880444153396297793e+02,-3.461625980014489956e-01,-1.606875040873242710e+01
2.920555512182745019e+02,-3.554838043515919921e-01,-1.628073713948601409e+01
2.961225437988034628e+02,-3.650456114814928377e-01,-1.649520911689140235e+01
3.002461709085549160e+02,-3.748536800419773884e-01,-1.671218331499520460e+01
3.044272212064302607e+02,-3.849137752764659748e-01,-1.693167633501331437e+01
3.086664943337274281e+02,-3.952317674618568422e-01,-1.715370438279582288e+01
3.129648010670750296e+02,-4.058136322630601645e-01,-1.737828324572503291e+01
3.173229634734976230e+02,-4.166654509961117414e-01,-1.760542826905191305e+01
3.217418150676371624e+02,-4.277934107946323450e-01,-1.783515433167757536e+01
3.262222009711670125e+02,-4.392038046743133028e-01,-1.806747582138867969e+01
3.307649780744242776e+02,-4.509030314899969971e-01,-1.830240660955647414e+01
3.353710152002929021e+02,-4.628975957798465157e-01,-1.853996002531162546e+01
3.400411932703706270e+02,-4.751941074909837859e-01,-1.878014882920865247e+01
3.447764054734464025e+02,-4.877992815809241156e-01,-1.902298518639538116e+01
3.495775574363275382e+02,-5.007199374890610732e-01,-1.926848063930569310e+01
3.544455673970435328e+02,-5.139629984724368716e-01,-1.951664607989505384e+01
3.593813663804625662e+02,-5.275354907999519893e-01,-1.976749172144115363e+01
3.643858983763544188e+02,-5.414445427991794180e-01,-2.002102706993406755e+01
3.694601205199302285e+02,-5.556973837499680213e-01,-2.027726089508252727e+01
3.746050032748992749e+02,-5.703013426189721402e-01,-2.053620120096583790e+01
3.798215306190735987e+02,-5.852638466293484942e-01,-2.079785519636297764e+01
3.851107002325568942e+02,-6.005924196598859677e-01,-2.106222926479326674e+01
3.904735236885559857e+02,-6.162946804679058088e-01,-2.132932893430571752e+01
3.959110266468458690e+02,-6.323783407303820159e-01,-2.159915884705649347e+01
4.014242490499322003e+02,-6.488512028978872248e-01,-2.187172272871720935e+01
4.070142453219438607e+02,-6.657211578560328080e-01,-2.214702335775917064e+01
4.126820845702951601e+02,-6.829961823893958561e-01,-2.242506253466159194e+01
4.184288507901580374e+02,-7.006843364429788945e-01,-2.270584105109479367e+01
4.242556430717776834e+02,-7.187937601765723716e-01,-2.298935865913191634e+01
4.301635758106795038e+02,-7.373326708076944902e-01,-2.327561404054607053e+01
4.361537789208005620e+02,-7.563093592389512620e-01,-2.356460477625208938e+01
4.422273980505897271e+02,-7.757321864661281818e-01,-2.385632731595526224e+01
4.483855948021186464e+02,-7.956095797636258959e-01,-2.415077694807211017e+01
4.546295469532399238e+02,-8.159500286442287198e-01,-2.444794776999070862e+01
4.609604486828433778e+02,-8.367620805906915704e-01,-2.474783265874127380e+01
4.673795107992463613e+02,-8.580543365570578729e-01,-2.505042324214966953e+01
4.738879609717650965e+02,-8.798354462381181573e-01,-2.535570987054923009e+01
4.804870439655128962e+02,-9.021141031060007087e-01,-2.566368158912884923e+01
4.871780218794630741e+02,-9.248990392133897842e-01,-2.597432611099669231e+01
4.939621743878320785e+02,-9.481990197635605799e-01,-2.628762979104189768e+01
5.008407989848212196e+02,-9.720228374479790157e-01,-2.660357760067777377e+01
5.078152112327670693e+02,-9.963793065529497062e-01,-2.692215310355166480e+01
5.148867450137491915e+02,-1.021277256837464176e+00,-2.724333843230855834e+01
5.220567527846975509e+02,-1.046725527185148552e+00,-2.756711426649590990e+01
5.293266058360561601e+02,-1.072732959034004452e+00,-2.789345981169874022e+01
5.366976945540476436e+02,-1.099308389588355084e+00,-2.822235277999439518e+01
5.441714286865892518e+02,-1.126460644818328749e+00,-2.855376937181644337e+01
5.517492376129123386e+02,-1.154198532252943776e+00,-2.888768425931755601e+01
5.594325706169377099e+02,-1.182530833573810281e+00,-2.922407057132067010e+01
5.672228971644543662e+02,-1.211466297017254945e+00,-2.956289987994677659e+01
5.751217071841613233e+02,-1.241013629593629597e+00,-2.990414218900716392e+01
5.831305113526224204e+02,-1.271181489133438980e+00,-3.024776592424590049e+01
5.912508413831875487e+02,-1.301978476170774002e+00,-3.059373792551656379e+01
5.994842503189408944e+02,-1.333413125675535271e+00,-3.094202344097531920e+01
6.078323128297230369e+02,-1.365493898646724436e+00,-3.129258612336884582e+01
6.162966255132942024e+02,-1.398229173580045392e+00,-3.164538802849364174e+01
6.248788072006893799e+02,-1.431627237823909438e+00,-3.200038961589837783e+01
6.335804992658247556e+02,-1.465696278838765299e+00,-3.235754975189779969e+01
6.424033659394191318e+02,-1.500444375375547423e+00,-3.271682571496185687e+01
6.513490946272802375e+02,-1.535879488589817932e+00,-3.307817320353852608e+01
6.604193962330305112e+02,-1.572009453108950794e+00,-3.344154634636412027e+01
6.696160054853222618e+02,-1.608841968070419348e+00,-3.380689771530839494e+01
6.789406812696105362e+02,-1.646384588149955031e+00,-3.417417834079567029e+01
6.883952069645496294e+02,-1.684644714598960480e+00,-3.454333772983724060e+01
6.979813907830659900e+02,-1.723629586311086204e+00,-3.491432388670200027e+01
7.077010661181889191e+02,-1.763346270938500826e+00,-3.528708333624646087e+01
7.175560918936928374e+02,-1.803801656078701576e+00,-3.566156114991640180e+01
7.275483529196225163e+02,-1.845002440553146217e+00,-3.603770097442495768e+01
7.376797602527731215e+02,-1.886955125799305577e+00,-3.641544506310376050e+01
7.479522515621821412e+02,-1.929666007397845329e+00,-3.679473430991464511e+01
7.583677914997190328e+02,-1.973141166756874343e+00,-3.717550828610179536e+01
7.689283720758313621e+02,-2.017386462975196526e+00,-3.755770527945421833e+01
7.796360130405229256e+02,-2.062407524906410661e+00,-3.794126233614012023e+01
7.904927622696420713e+02,-2.108209743445621953e+00,-3.832611530506576258e+01
8.015006961565404708e+02,-2.154798264060195478e+00,-3.871219888470170645e+01
8.126619200091945459e+02,-2.202177979585741241e+00,-3.909944667231106763e+01
8.239785684528519596e+02,-2.250353523307994763e+00,-3.948779121550501969e+01
8.354528058382862810e+02,-2.299329262350751524e+00,-3.987716406604187824e+01
8.470868266557401967e+02,-2.349109291389388066e+00,-4.026749583577789338e+01
8.588828559546249153e+02,-2.399697426708727654e+00,-4.065871625466867556e+01
8.708431497690723972e+02,-2.451097200623246319e+00,-4.105075423071308904e+01
8.829699955494091910e+02,-2.503311856276618119e+00,-4.144353791172264323e+01
8.952657125996391869e+02,-2.556344342836693428e+00,-4.183699474879268365e+01
9.077326525210223735e+02,-2.610197311100801443e+00,-4.223105156134433003e+01
9.203731996618221274e+02,-2.664873109525163208e+00,-4.262563460359956480e+01
9.331897715733239238e+02,-2.720373780691009102e+00,-4.302066963234629071e+01
9.461848194722001608e+02,-2.776701058218554063e+00,-4.341608197584432105e+01
9.593608287093146600e+02,-2.833856364138745310e+00,-4.381179660371845586e+01
9.727203192450537017e+02,-2.891840806731189595e+00,-4.420773819768086810e+01
9.862658461312820464e+02,-2.950655178835266401e+00,-4.460383122292121527e+01
1.000000000000000000e+03,-3.010299956639811647e+00,-4.500000000000000000e+01
1.013925407558814300e+03,-3.070775298955381594e+00,-4.539616877707875631e+01
1.028044732093309676e+03,-3.132081046971434191e+00,-4.579226180231913901e+01
1.042360673976401131e+03,-3.194216724499101101e+00,-4.618820339628154414e+01
1.056875971184805167e+03,-3.257181538699037038e+00,-4.658391802415572158e+01
1.071593399822671245e+03,-3.320974381291609934e+00,-4.697933036765370929e+01
1.086515774652537175e+03,-3.385593830245879232e+00,-4.737436539640041389e+01
1.101645949633656983e+03,-3.451038151941645094e+00,-4.776894843865566997e+01
1.116986818467822559e+03,-3.517305303797654936e+00,-4.816300525120729503e+01
1.132541315152812558e+03,-3.584392937357703701e+00,-4.855646208827738519e+01
1.148312414543511068e+03,-3.652298401824447094e+00,-4.894924576928691096e+01
1.164303132920875669e+03,-3.721018748030047174e+00,-4.934128374533129602e+01
1.180516528568805597e+03,-3.790550732830832548e+00,-4.973250416422210662e+01
1.196955702359042789e+03,-3.860890823912311198e+00,-5.012283593395810044e+01
1.213623798344241777e+03,-3.932035204989680732e+00,-5.051220878449501583e+01
1.230524004359261653e+03,-4.003979781387542403e+00,-5.090055332768893948e+01
1.247659552630868575e+03,-4.076720185982111389e+00,-5.128780111529827224e+01
1.265033720395903856e+03,-4.150251785487666822e+00,-5.167388469493424452e+01
1.282649830528059965e+03,-4.224569687068572499e+00,-5.205873766385985846e+01
1.300511252173409957e+03,-4.299668745257481994e+00,-5.244229472054581720e+01
1.318621401394748545e+03,-4.375543569159276558e+00,-5.282449171389821174e+01
1.336983741824945128e+03,-4.452188529920363180e+00,-5.320526569008532647e+01
1.355601785329369022e+03,-4.529597768441954386e+00,-5.358455493689624660e+01
1.374479092677536755e+03,-4.607765203315907776e+00,-5.396229902557501390e+01
1.393619274224143510e+03,-4.686684538961587876e+00,-5.433843885008364083e+01
1.413025990599533770e+03,-4.766349273941504094e+00,-5.471291666375355334e+01
1.432702953409829433e+03,-4.846752709434205109e+00,-5.508567611329797842e+01
1.452653925946781328e+03,-4.927887957842207456e+00,-5.545666227016275940e+01
1.472882723907501713e+03,-5.009747951513316977e+00,-5.582582165920430839e+01
1.493393216124253286e+03,-5.092325451553905147e+00,-5.619310228469163349e+01
1.514189325304351996e+03,-5.175613056712553117e+00,-5.655845365363587263e+01
1.535275028780421053e+03,-5.259603212313535892e+00,-5.692182679646144550e+01
1.556654359271062049e+03,-5.344288219219394342e+00,-5.728317428503813602e+01
1.578331405652116473e+03,-5.429660242802726522e+00,-5.764245024810217899e+01
1.600310313738701780e+03,-5.515711321907997622e+00,-5.799961038410165060e+01
1.622595287078087040e+03,-5.602433377784246993e+00,-5.835461197150636536e+01
1.645190587753660793e+03,-5.689818222971041450e+00,-5.870741387663113642e+01
1.668100537200059080e+03,-5.777857570119982356e+00,-5.905797655902468790e+01
1.691329517029646922e+03,-5.866543040735335168e+00,-5.940626207448340779e+01
1.714881969870540843e+03,-5.955866173818127329e+00,-5.975223407575411727e+01
1.738762400216250398e+03,-6.045818434398433361e+00,-6.009585781099283963e+01
1.762975375287203860e+03,-6.136391221942172791e+00,-6.043710012005320209e+01
1.787525525904235565e+03,-6.227575878618859306e+00,-6.077592942867933345e+01
1.812417547374235710e+03,-6.319363697418105552e+00,-6.111231574068242622e+01
1.837656200388172465e+03,-6.411745930103618818e+00,-6.144623062818357795e+01
1.863246311931559831e+03,-6.504713794993758569e+00,-6.177764722000561903e+01
1.889192776207664338e+03,-6.598258484559522685e+00,-6.210654018830123846e+01
1.915500555573527890e+03,-6.692371172830796411e+00,-6.243288573350409365e+01
1.942174681489024351e+03,-6.787043022603224784e+00,-6.275666156769140969e+01
1.969220255479173375e+03,-6.882265192438840273e+00,-6.307784689644833520e+01
1.996642450109793344e+03,-6.978028843453982333e+00,-6.339642239932223333e+01
2.024446509976801735e+03,-7.074325145889678979e+00,-6.371237020895807746e+01
2.052637752709252254e+03,-7.171145285459635588e+00,-6.402567388900331480e+01
2.081221569986337272e+03,-7.268480469472362593e+00,-6.433631841087112946e+01
2.110203428568596337e+03,-7.366321932724609667e+00,-6.464429012945076636e+01
2.139588871343421488e+03,-7.464660943163662132e+00,-6.494957675785033757e+01
2.169383518385182015e+03,-7.563488807317409801e+00,-6.525216734125869777e+01
2.199593068030074846e+03,-7.662796875491078019e+00,-6.555205223000929493e+01
2.230223297965936126e+03,-7.762576546730587168e+00,-6.584922305192786496e+01
2.261280066337279550e+03,-7.862819273553217414e+00,-6.614367268404474487e+01
2.292769312865648772e+03,-7.963516566446156020e+00,-6.643539522374790351e+01
2.324697059985650412e+03,-8.064659998135027763e+00,-6.672438595945395434e+01
2.357069413996727690e+03,-8.166241207624020504e+00,-6.701064134086807655e+01
2.389892566231048022e+03,-8.268251904010540443e+00,-6.729415894890517791e+01
2.423172794237600556e+03,-8.370683870077089139e+00,-6.757493746533842227e+01
2.456916462982790108e+03,-8.473528965663838619e+00,-6.785297664224081871e+01
2.491130026067790823e+03,-8.576779130825819664e+00,-6.812827727128281197e+01
2.525820026962784596e+03,-8.680426388778434088e+00,-6.840084115294351363e+01
2.560993100258456707e+03,-8.784462848636067633e+00,-6.867067106569426471e+01
